id_department,department_name,terrain_area,old_antenna,new_antenna_type
14,Cundinamarca,370200,1,d
15,Guainia,1869400,20,d
1,Amazonas,466600,8,c
15,Guainia,1940000,10,c
19,Magdalena,1528800,27,d
13,Cordoba,1456800,3,e
22,Norte de Santander,69200,24,c
23,Putumayo,122400,29,b
4,Atlantico,1607800,30,c
3,Arauca,723600,27,e
30,Valle del Cauca,1373600,15,a
21,Narino,199600,24,e
15,Guainia,362400,4,e
22,Norte de Santander,347000,28,a
1,Amazonas,1261200,4,e
3,Arauca,1731600,30,a
6,Boyaca,691400,16,b
23,Putumayo,1245000,12,d
13,Cordoba,1851800,5,d
16,Guaviare,1972800,30,c
24,Quindio,258200,16,c
17,Huila,1754600,28,d
2,Antioquia,805600,22,d
25,Risaralda,603400,27,a
18,La Guajira,988800,24,d
31,Vaupes,718800,2,d
5,Bolivar,1800400,30,e
9,Casanare,622000,19,c
16,Guaviare,1207800,27,a
16,Guaviare,1761400,27,a
13,Cordoba,1313400,12,e
11,Cesar,1564200,16,a
18,La Guajira,1789000,30,d
20,Meta,1971200,8,e
18,La Guajira,794800,1,d
27,Santander,1759000,15,e
28,Sucre,1832800,21,b
5,Bolivar,477200,7,e
3,Arauca,1849200,24,a
30,Valle del Cauca,1320200,1,b
24,Quindio,1701600,13,b
28,Sucre,1463000,2,d
24,Quindio,1916000,18,b
9,Casanare,283000,28,c
8,Caqueta,1475800,6,a
26,San Andres y Providencia,1247400,29,c
3,Arauca,591600,10,c
5,Bolivar,768400,17,e
32,Vichada,211800,8,e
3,Arauca,1363800,24,e
17,Huila,469800,17,c
19,Magdalena,946600,3,e
29,Tolima,1222600,1,e
6,Boyaca,176600,0,d
29,Tolima,1783200,30,c
5,Bolivar,119200,24,a
10,Cauca,1317800,3,d
4,Atlantico,613800,11,c
12,Choco,18800,23,a
11,Cesar,1748400,6,d
15,Guainia,951800,12,a
16,Guaviare,646800,27,d
21,Narino,823000,25,d
20,Meta,1483400,28,e
14,Cundinamarca,1162800,26,d
11,Cesar,436600,1,a
19,Magdalena,1502000,30,c
20,Meta,1002800,11,d
13,Cordoba,504600,3,d
3,Arauca,1526600,0,a
22,Norte de Santander,117800,25,a
30,Valle del Cauca,1935400,30,d
19,Magdalena,791200,29,b
23,Putumayo,1076000,9,e
9,Casanare,1778200,6,c
26,San Andres y Providencia,1053800,16,d
26,San Andres y Providencia,889200,1,c
2,Antioquia,1474400,22,b
27,Santander,1482800,29,c
29,Tolima,307000,28,e
9,Casanare,86600,9,e
9,Casanare,1782400,26,c
29,Tolima,1130000,18,c
32,Vichada,935400,5,c
27,Santander,1592600,11,a
24,Quindio,1377400,22,d
32,Vichada,1007200,8,c
15,Guainia,1865400,10,c
26,San Andres y Providencia,701200,21,d
2,Antioquia,904800,3,b
9,Casanare,69200,5,b
14,Cundinamarca,729200,21,b
7,Caldas,333600,28,e
14,Cundinamarca,1325400,12,b
6,Boyaca,696200,5,d
5,Bolivar,1949000,3,b
4,Atlantico,50400,20,c
9,Casanare,837000,26,a
5,Bolivar,1558600,15,b
27,Santander,1682400,19,b
20,Meta,65200,15,d
18,La Guajira,176800,12,a
13,Cordoba,932800,1,c
30,Valle del Cauca,657400,7,c
23,Putumayo,1719600,18,a
7,Caldas,572800,15,a
17,Huila,211000,30,b
1,Amazonas,169800,16,d
28,Sucre,841800,8,e
26,San Andres y Providencia,1318600,12,b
12,Choco,1506200,21,c
30,Valle del Cauca,349000,25,c
2,Antioquia,227800,20,d
8,Caqueta,1882800,26,e
3,Arauca,1812800,3,d
18,La Guajira,870800,9,b
26,San Andres y Providencia,747800,2,d
2,Antioquia,321400,5,c
25,Risaralda,607800,5,d
8,Caqueta,963600,17,a
4,Atlantico,46000,2,b
18,La Guajira,1994800,26,a
21,Narino,979200,19,d
31,Vaupes,1087200,10,c
6,Boyaca,1652800,1,e
29,Tolima,207200,14,b
4,Atlantico,368400,20,d
22,Norte de Santander,368800,10,d
17,Huila,585000,26,d
31,Vaupes,1166000,8,a
22,Norte de Santander,1356000,18,e
20,Meta,189400,19,a
15,Guainia,12800,7,a
16,Guaviare,1371800,13,d
9,Casanare,6800,20,d
16,Guaviare,960400,11,b
18,La Guajira,1992000,0,b
10,Cauca,471200,7,d
9,Casanare,966600,16,e
22,Norte de Santander,1874800,26,c
13,Cordoba,1085000,0,b
1,Amazonas,341600,17,a
27,Santander,1571800,29,b
29,Tolima,1250400,2,c
24,Quindio,1097800,17,e
29,Tolima,327600,1,d
15,Guainia,1906400,6,a
11,Cesar,358600,19,e
16,Guaviare,410400,12,c
27,Santander,943400,24,e
32,Vichada,1206000,6,b
19,Magdalena,796800,8,d
22,Norte de Santander,1631800,18,a
22,Norte de Santander,1346800,17,c
20,Meta,95800,8,e
2,Antioquia,1174400,12,c
26,San Andres y Providencia,48200,19,c
19,Magdalena,83000,27,a
10,Cauca,1079400,4,b
31,Vaupes,592600,25,b
25,Risaralda,137000,12,d
15,Guainia,1192400,14,b
29,Tolima,1823000,28,a
17,Huila,18200,0,b
30,Valle del Cauca,1202800,25,a
6,Boyaca,157000,3,e
29,Tolima,1275200,29,b
28,Sucre,1097600,16,d
14,Cundinamarca,57000,25,e
5,Bolivar,1931200,5,b
5,Bolivar,1642000,17,d
2,Antioquia,957400,27,e
31,Vaupes,779600,6,d
20,Meta,357800,15,c
1,Amazonas,641400,26,d
19,Magdalena,816600,7,b
13,Cordoba,720800,10,c
7,Caldas,1652400,17,c
7,Caldas,1442200,17,b
24,Quindio,1317400,13,b
11,Cesar,1250200,13,b
6,Boyaca,596000,26,e
3,Arauca,39400,14,e
9,Casanare,8400,27,d
29,Tolima,1650800,4,a
28,Sucre,1015200,18,e
24,Quindio,104800,20,c
1,Amazonas,1884000,29,a
21,Narino,44800,10,c
17,Huila,1274400,5,a
27,Santander,1851400,24,e
13,Cordoba,1713200,12,b
14,Cundinamarca,640400,9,b
2,Antioquia,518200,1,b
8,Caqueta,484400,19,d
28,Sucre,688000,2,d
6,Boyaca,12400,26,a
19,Magdalena,1365000,5,d
19,Magdalena,1990200,12,b
7,Caldas,30600,9,e
22,Norte de Santander,1491800,18,a
24,Quindio,1502000,6,c
24,Quindio,976600,17,e
27,Santander,885600,20,c
20,Meta,1176800,0,c
7,Caldas,49000,3,a
16,Guaviare,513400,19,b
11,Cesar,1659200,12,d
32,Vichada,946600,13,b
17,Huila,991800,10,d
15,Guainia,429800,26,c
4,Atlantico,1350400,1,e
29,Tolima,1421000,3,d
10,Cauca,1712400,10,d
11,Cesar,1000400,5,a
29,Tolima,927000,8,c
9,Casanare,1403400,3,e
10,Cauca,1939400,11,a
27,Santander,139800,10,b
8,Caqueta,1665200,0,a
23,Putumayo,1108800,7,d
2,Antioquia,43600,18,e
24,Quindio,1079600,3,a
7,Caldas,1633800,27,b
3,Arauca,1168600,20,c
19,Magdalena,324400,10,b
5,Bolivar,41200,23,d
1,Amazonas,1553800,14,c
1,Amazonas,1914200,10,c
21,Narino,1673200,5,d
17,Huila,738600,10,d
13,Cordoba,276600,7,b
29,Tolima,100600,7,a
24,Quindio,601800,13,a
19,Magdalena,403200,27,a
13,Cordoba,441800,27,e
25,Risaralda,376600,3,a
1,Amazonas,907800,12,c
30,Valle del Cauca,1621600,15,b
13,Cordoba,1193200,25,a
13,Cordoba,148400,25,c
28,Sucre,256800,7,d
9,Casanare,190000,26,c
25,Risaralda,1006400,17,d
23,Putumayo,1435200,29,b
13,Cordoba,1774200,14,e
24,Quindio,1285200,28,a
28,Sucre,1174600,15,c
26,San Andres y Providencia,1665400,20,a
26,San Andres y Providencia,407200,21,e
5,Bolivar,1621600,25,a
1,Amazonas,207200,25,d
13,Cordoba,1759400,19,d
4,Atlantico,1454600,21,c
1,Amazonas,1009800,6,c
10,Cauca,829000,7,c
8,Caqueta,1823600,9,e
2,Antioquia,1243000,10,e
13,Cordoba,1969000,8,e
21,Narino,1274200,9,a
24,Quindio,684800,7,e
17,Huila,1024600,20,a
27,Santander,281400,27,e
11,Cesar,372400,5,b
7,Caldas,947800,3,c
31,Vaupes,840400,6,c
22,Norte de Santander,1553600,24,e
29,Tolima,1309800,23,d
20,Meta,1295200,11,e
4,Atlantico,319800,30,d
32,Vichada,55000,23,c
18,La Guajira,551600,28,c
21,Narino,943400,15,c
11,Cesar,1244200,12,b
25,Risaralda,977000,3,e
12,Choco,583800,16,d
1,Amazonas,1102600,16,b
26,San Andres y Providencia,1403800,10,d
21,Narino,1936200,28,c
26,San Andres y Providencia,1210200,6,b
16,Guaviare,349600,15,c
8,Caqueta,1838400,29,e
15,Guainia,1121800,0,c
2,Antioquia,248400,27,a
29,Tolima,1400000,13,d
32,Vichada,556600,30,c
4,Atlantico,367000,20,a
13,Cordoba,1439400,22,d
10,Cauca,186000,13,c
6,Boyaca,1220000,25,c
15,Guainia,1347000,26,c
30,Valle del Cauca,1177200,7,b
22,Norte de Santander,1751400,21,e
7,Caldas,1923200,2,c
20,Meta,192000,9,e
23,Putumayo,993600,16,c
17,Huila,1248000,6,e
31,Vaupes,1651400,18,b
24,Quindio,1372400,16,c
29,Tolima,626400,27,a
27,Santander,242200,24,e
27,Santander,777600,21,c
15,Guainia,809200,26,c
14,Cundinamarca,375000,24,a
22,Norte de Santander,1021600,8,a
4,Atlantico,493800,26,d
32,Vichada,1137200,12,a
15,Guainia,946000,9,d
16,Guaviare,1332600,6,e
4,Atlantico,285400,30,e
12,Choco,567400,17,e
27,Santander,1993000,14,e
23,Putumayo,1645200,25,d
32,Vichada,178600,5,d
29,Tolima,265200,6,b
31,Vaupes,344800,4,d
14,Cundinamarca,292000,10,b
15,Guainia,740000,21,c
18,La Guajira,681200,18,d
31,Vaupes,1265200,9,e
17,Huila,652000,19,a
32,Vichada,554200,27,b
9,Casanare,1385800,1,d
19,Magdalena,341600,25,e
17,Huila,1791400,26,a
11,Cesar,301400,21,a
11,Cesar,1390400,30,c
30,Valle del Cauca,984200,26,c
18,La Guajira,1611400,0,a
28,Sucre,245600,13,b
11,Cesar,607600,26,b
4,Atlantico,1952000,22,d
6,Boyaca,575400,8,d
19,Magdalena,888600,4,e
5,Bolivar,63400,30,d
15,Guainia,1032200,11,c
30,Valle del Cauca,1429200,7,d
15,Guainia,505000,27,e
2,Antioquia,1181600,0,a
1,Amazonas,1347800,15,d
22,Norte de Santander,219800,5,e
32,Vichada,1705600,25,c
2,Antioquia,894000,9,e
32,Vichada,1810400,19,a
10,Cauca,751400,2,a
10,Cauca,141600,28,b
18,La Guajira,1149800,23,b
31,Vaupes,186600,10,a
13,Cordoba,1946200,18,a
9,Casanare,454200,21,a
27,Santander,810000,12,b
30,Valle del Cauca,795800,10,d
8,Caqueta,261600,5,d
31,Vaupes,461200,7,d
27,Santander,682600,22,a
12,Choco,1158600,10,a
22,Norte de Santander,1553600,0,e
26,San Andres y Providencia,303400,20,d
15,Guainia,1732800,10,d
7,Caldas,146800,15,e
9,Casanare,1404600,25,a
8,Caqueta,1541000,29,e
2,Antioquia,1643600,18,e
21,Narino,1400600,15,a
25,Risaralda,1514000,20,c
25,Risaralda,1536200,29,e
8,Caqueta,1569200,29,a
14,Cundinamarca,174600,11,d
26,San Andres y Providencia,1239800,21,b
1,Amazonas,580400,11,c
32,Vichada,1014400,11,a
32,Vichada,1843400,20,d
10,Cauca,247000,6,d
25,Risaralda,555000,13,b
21,Narino,219600,27,e
11,Cesar,672200,11,d
22,Norte de Santander,295800,21,b
12,Choco,1497600,23,d
2,Antioquia,343000,1,c
22,Norte de Santander,1092600,8,e
16,Guaviare,1263000,22,d
16,Guaviare,1116800,5,d
21,Narino,204600,0,c
11,Cesar,527000,25,e
12,Choco,1253000,0,a
30,Valle del Cauca,118400,1,a
20,Meta,1485400,30,a
20,Meta,1414800,18,a
8,Caqueta,21000,10,c
5,Bolivar,1296600,20,c
25,Risaralda,1760800,21,e
8,Caqueta,14200,12,c
18,La Guajira,553400,21,e
32,Vichada,1331200,9,b
6,Boyaca,367600,18,a
16,Guaviare,329000,16,b
28,Sucre,1931000,23,e
18,La Guajira,1663200,20,c
28,Sucre,688000,10,c
6,Boyaca,265400,2,b
26,San Andres y Providencia,156600,1,b
29,Tolima,271400,24,d
31,Vaupes,1611800,3,a
1,Amazonas,1756600,0,c
20,Meta,1544000,6,a
21,Narino,306600,15,e
9,Casanare,313400,10,e
7,Caldas,662800,24,a
25,Risaralda,519200,23,b
5,Bolivar,1735200,23,e
5,Bolivar,746800,16,e
26,San Andres y Providencia,1013000,19,d
9,Casanare,158200,11,c
15,Guainia,1078000,30,c
20,Meta,1184000,22,e
19,Magdalena,345600,22,a
24,Quindio,1994800,30,b
11,Cesar,1687600,18,b
22,Norte de Santander,441000,8,b
23,Putumayo,702200,4,c
12,Choco,69800,22,b
7,Caldas,1983800,18,c
13,Cordoba,348400,13,b
28,Sucre,1437800,10,e
23,Putumayo,1378600,15,c
10,Cauca,1462600,7,e
25,Risaralda,1318000,0,b
12,Choco,1590800,20,b
24,Quindio,1804800,17,d
21,Narino,911000,17,b
4,Atlantico,551000,11,e
9,Casanare,1285200,23,a
9,Casanare,1676000,5,d
19,Magdalena,1028400,29,b
23,Putumayo,679800,18,e
30,Valle del Cauca,1450000,11,d
21,Narino,152000,30,b
1,Amazonas,975400,3,d
32,Vichada,20400,13,a
2,Antioquia,1887000,16,d
13,Cordoba,1549200,14,d
22,Norte de Santander,489800,23,d
26,San Andres y Providencia,1048200,4,a
30,Valle del Cauca,1533400,26,c
24,Quindio,947600,29,b
25,Risaralda,772000,13,d
8,Caqueta,1472600,18,e
29,Tolima,840800,10,c
9,Casanare,25200,2,b
26,San Andres y Providencia,641800,6,b
32,Vichada,1443800,11,b
31,Vaupes,1303000,12,b
3,Arauca,1882400,22,d
10,Cauca,214200,11,b
18,La Guajira,1105600,14,c
30,Valle del Cauca,507800,29,e
20,Meta,1546000,25,d
20,Meta,1704800,15,e
10,Cauca,1409200,1,b
9,Casanare,905600,14,d
22,Norte de Santander,100000,29,c
3,Arauca,668400,18,a
29,Tolima,1952600,2,c
32,Vichada,1316600,26,d
26,San Andres y Providencia,85000,5,e
21,Narino,131400,28,e
6,Boyaca,629400,23,c
16,Guaviare,1443200,20,e
8,Caqueta,1421000,28,e
10,Cauca,1898000,17,b
1,Amazonas,209800,27,d
6,Boyaca,118400,1,d
17,Huila,636200,20,b
8,Caqueta,1598600,22,e
17,Huila,1927200,29,d
24,Quindio,1966600,11,b
1,Amazonas,120600,20,b
26,San Andres y Providencia,783200,14,d
25,Risaralda,222400,3,e
32,Vichada,454800,8,e
5,Bolivar,1112200,18,b
14,Cundinamarca,1350800,26,e
10,Cauca,562400,4,d
12,Choco,126400,16,d
18,La Guajira,1183800,8,c
2,Antioquia,1630200,11,b
26,San Andres y Providencia,1693200,4,b
14,Cundinamarca,701800,3,d
30,Valle del Cauca,763600,0,c
13,Cordoba,1138400,5,a
11,Cesar,342400,20,d
21,Narino,1816400,30,a
26,San Andres y Providencia,1656000,10,a
24,Quindio,866000,22,e
21,Narino,1036200,11,d
28,Sucre,1319400,10,c
16,Guaviare,1545800,20,a
27,Santander,120800,1,e
32,Vichada,1931600,20,d
10,Cauca,1982000,17,e
8,Caqueta,414000,4,d
27,Santander,435200,3,a
31,Vaupes,338000,11,c
24,Quindio,234600,0,b
23,Putumayo,575400,20,a
12,Choco,791600,16,d
28,Sucre,371800,6,a
5,Bolivar,73600,11,a
3,Arauca,104400,21,a
14,Cundinamarca,1211800,24,e
6,Boyaca,455400,13,c
32,Vichada,211400,2,e
6,Boyaca,1249800,8,b
28,Sucre,216600,28,d
29,Tolima,1075600,20,d
15,Guainia,1215000,11,a
25,Risaralda,1916400,6,b
23,Putumayo,1226600,30,c
28,Sucre,1853600,17,a
10,Cauca,1073000,29,b
5,Bolivar,1198200,22,e
4,Atlantico,607600,13,c
16,Guaviare,1984600,13,d
32,Vichada,1525800,11,e
7,Caldas,1926400,5,d
14,Cundinamarca,1000600,1,d
13,Cordoba,22000,7,a
16,Guaviare,1602800,26,c
9,Casanare,1839200,15,a
24,Quindio,1713600,11,e
7,Caldas,698200,17,d
3,Arauca,1134400,26,a
4,Atlantico,1386800,7,c
5,Bolivar,1568200,9,e
22,Norte de Santander,190600,26,b
17,Huila,1136600,11,e
21,Narino,1231800,25,d
2,Antioquia,1999600,9,c
1,Amazonas,782600,23,c
32,Vichada,1476600,18,a
18,La Guajira,1254200,0,d
19,Magdalena,534600,16,d
27,Santander,253000,3,c
17,Huila,1494600,28,e
23,Putumayo,1973600,10,d
4,Atlantico,135600,19,a
24,Quindio,397600,25,b
26,San Andres y Providencia,484600,18,c
7,Caldas,934400,2,d
26,San Andres y Providencia,780800,10,d
18,La Guajira,100000,21,d
22,Norte de Santander,1100400,13,c
2,Antioquia,629200,22,b
5,Bolivar,968200,14,c
18,La Guajira,1094400,0,b
29,Tolima,1413600,28,e
24,Quindio,520400,13,c
26,San Andres y Providencia,820200,18,e
15,Guainia,1431600,1,d
20,Meta,981000,18,a
1,Amazonas,1940200,17,a
30,Valle del Cauca,1418800,18,d
9,Casanare,236800,17,d
16,Guaviare,1915200,1,e
18,La Guajira,1112000,12,d
27,Santander,1567600,20,c
29,Tolima,557400,19,d
13,Cordoba,338000,13,c
5,Bolivar,848600,5,c
24,Quindio,1540000,4,b
10,Cauca,550400,11,e
13,Cordoba,494600,19,d
1,Amazonas,303000,12,d
30,Valle del Cauca,534400,3,b
12,Choco,1797400,27,b
30,Valle del Cauca,533200,1,e
2,Antioquia,1807200,20,a
25,Risaralda,1460400,6,a
2,Antioquia,1940400,14,c
15,Guainia,191600,17,c
6,Boyaca,848400,1,d
16,Guaviare,1975000,10,a
4,Atlantico,7400,8,c
16,Guaviare,1535000,20,c
8,Caqueta,1376800,24,e
18,La Guajira,1212800,19,d
21,Narino,1678800,4,c
22,Norte de Santander,1566600,30,b
10,Cauca,470200,21,e
21,Narino,1511800,30,c
9,Casanare,811200,11,d
19,Magdalena,810000,24,c
22,Norte de Santander,1056200,7,e
16,Guaviare,1026600,22,a
30,Valle del Cauca,1245200,15,c
19,Magdalena,1847400,17,c
25,Risaralda,170000,21,c
31,Vaupes,926600,13,e
20,Meta,46400,24,a
5,Bolivar,1126400,0,b
2,Antioquia,630000,9,c
15,Guainia,373200,21,a
1,Amazonas,1954200,24,c
20,Meta,1122000,25,c
12,Choco,1672200,16,d
5,Bolivar,1253400,22,e
3,Arauca,1955200,26,b
25,Risaralda,869200,1,b
12,Choco,1237200,5,a
3,Arauca,1890000,23,c
24,Quindio,143600,23,a
15,Guainia,1482200,23,b
31,Vaupes,1624000,11,b
5,Bolivar,454400,18,c
24,Quindio,853400,1,b
3,Arauca,46600,19,c
18,La Guajira,790200,20,b
14,Cundinamarca,1218800,20,d
20,Meta,709800,9,e
26,San Andres y Providencia,1168800,13,b
16,Guaviare,1788400,13,e
27,Santander,1279000,6,c
13,Cordoba,1079000,28,a
7,Caldas,1046400,19,a
9,Casanare,1085400,25,c
3,Arauca,136000,11,b
17,Huila,1733000,13,b
15,Guainia,827600,26,b
30,Valle del Cauca,966800,15,a
13,Cordoba,612600,11,a
32,Vichada,1900800,2,b
27,Santander,1187000,0,b
28,Sucre,1919000,0,d
10,Cauca,48200,6,d
23,Putumayo,187200,6,a
21,Narino,1710600,23,d
5,Bolivar,807400,12,b
6,Boyaca,1536800,23,a
9,Casanare,265800,26,c
3,Arauca,1073400,29,b
3,Arauca,1995400,29,d
1,Amazonas,720000,22,b
32,Vichada,320800,26,d
13,Cordoba,1269200,28,d
7,Caldas,601200,0,c
2,Antioquia,189000,26,e
28,Sucre,1239200,8,e
6,Boyaca,1239200,17,c
19,Magdalena,406400,9,b
9,Casanare,413000,29,d
25,Risaralda,387800,22,b
22,Norte de Santander,1665000,19,a
15,Guainia,353000,16,a
14,Cundinamarca,741800,4,b
6,Boyaca,328800,20,b
29,Tolima,410000,13,d
17,Huila,97400,22,e
21,Narino,1058800,18,c
23,Putumayo,10400,4,a
14,Cundinamarca,588600,2,e
31,Vaupes,80800,1,b
21,Narino,1891400,10,d
30,Valle del Cauca,1339600,20,a
8,Caqueta,1480400,4,a
15,Guainia,1640600,23,d
15,Guainia,762200,5,a
4,Atlantico,634400,25,d
7,Caldas,1495400,9,e
17,Huila,792800,5,b
1,Amazonas,768800,1,c
15,Guainia,1605200,22,d
11,Cesar,897200,11,a
14,Cundinamarca,408600,30,b
13,Cordoba,366800,29,c
19,Magdalena,1142800,3,b
7,Caldas,306200,23,c
10,Cauca,867800,10,b
16,Guaviare,1773200,13,a
23,Putumayo,1605800,25,e
28,Sucre,487800,2,b
23,Putumayo,31600,18,c
17,Huila,208000,21,b
17,Huila,159800,25,e
27,Santander,1873800,15,b
22,Norte de Santander,204400,5,c
6,Boyaca,805200,27,d
8,Caqueta,331000,16,b
11,Cesar,765200,11,c
28,Sucre,1888000,17,d
12,Choco,130800,23,d
2,Antioquia,1873400,10,d
20,Meta,497000,0,d
12,Choco,587600,15,c
12,Choco,66400,10,b
15,Guainia,1630400,4,a
24,Quindio,121000,27,a
10,Cauca,1012400,7,d
18,La Guajira,225400,24,e
13,Cordoba,1183400,13,d
28,Sucre,801200,7,e
17,Huila,1106000,3,b
14,Cundinamarca,1039000,20,d
5,Bolivar,1932600,16,d
29,Tolima,897600,26,a
28,Sucre,1399600,11,c
9,Casanare,1718400,19,a
2,Antioquia,174600,12,d
18,La Guajira,298800,28,a
16,Guaviare,1130800,25,b
12,Choco,278600,2,e
6,Boyaca,1183400,4,b
5,Bolivar,1974800,29,e
13,Cordoba,157000,14,c
24,Quindio,418600,19,b
2,Antioquia,1275600,21,c
9,Casanare,1369800,6,d
11,Cesar,1293800,21,d
23,Putumayo,845600,10,d
9,Casanare,119000,21,b
20,Meta,1320600,12,e
24,Quindio,641400,19,b
19,Magdalena,553800,2,e
24,Quindio,706800,23,a
11,Cesar,1687000,25,c
1,Amazonas,1097800,9,d
6,Boyaca,1412000,12,a
1,Amazonas,691200,30,a
31,Vaupes,1241000,25,b
32,Vichada,1866400,15,c
22,Norte de Santander,287400,30,e
17,Huila,378600,11,e
2,Antioquia,1715000,27,e
17,Huila,233200,9,c
26,San Andres y Providencia,1364200,22,a
21,Narino,1517800,21,c
3,Arauca,72000,9,d
16,Guaviare,430600,23,e
27,Santander,207400,26,a
28,Sucre,1349400,3,b
23,Putumayo,1108400,16,b
2,Antioquia,1200200,25,a
25,Risaralda,138200,26,b
24,Quindio,1883200,20,d
24,Quindio,1423800,22,b
10,Cauca,71800,9,b
22,Norte de Santander,1222000,29,b
13,Cordoba,1439600,4,c
13,Cordoba,314200,0,c
12,Choco,583600,23,e
32,Vichada,511000,9,c
32,Vichada,1323800,20,d
15,Guainia,570600,15,c
30,Valle del Cauca,1416200,27,b
17,Huila,1381400,22,b
31,Vaupes,1375200,2,c
19,Magdalena,1717000,14,a
25,Risaralda,456600,0,b
27,Santander,1336200,15,a
19,Magdalena,1223400,10,a
20,Meta,893400,19,c
8,Caqueta,1092600,4,c
29,Tolima,1859200,18,b
30,Valle del Cauca,1633000,28,a
18,La Guajira,875200,29,e
32,Vichada,292000,11,a
4,Atlantico,1762800,17,c
2,Antioquia,1815600,12,e
10,Cauca,710800,13,e
25,Risaralda,544800,29,d
23,Putumayo,1430600,3,b
3,Arauca,584400,1,c
5,Bolivar,1777000,9,c
15,Guainia,66800,0,e
8,Caqueta,1632400,10,a
22,Norte de Santander,1544200,21,d
9,Casanare,556000,28,d
16,Guaviare,229200,29,e
1,Amazonas,1251600,22,d
18,La Guajira,446000,18,b
26,San Andres y Providencia,1187000,30,a
20,Meta,1563400,21,a
24,Quindio,763800,23,c
26,San Andres y Providencia,934000,29,d
31,Vaupes,1228000,13,b
12,Choco,431200,10,d
25,Risaralda,1073400,12,e
13,Cordoba,1972600,16,c
7,Caldas,1073600,13,c
25,Risaralda,1141000,21,b
24,Quindio,329400,19,a
31,Vaupes,211400,6,d
15,Guainia,1777400,13,b
11,Cesar,497000,27,d
27,Santander,252800,6,d
6,Boyaca,1874400,22,c
8,Caqueta,1758200,15,d
2,Antioquia,566200,17,d
7,Caldas,835400,16,b
9,Casanare,1252600,18,a
17,Huila,671000,22,e
8,Caqueta,65000,4,e
19,Magdalena,1456200,11,a
4,Atlantico,663600,17,d
10,Cauca,122800,11,e
20,Meta,720600,21,e
8,Caqueta,887800,5,a
21,Narino,557600,17,c
6,Boyaca,1387400,2,e
4,Atlantico,444600,11,c
6,Boyaca,647800,11,a
1,Amazonas,1854000,19,c
18,La Guajira,1910600,22,d
18,La Guajira,1695600,0,b
9,Casanare,1524200,23,d
13,Cordoba,1321200,7,d
20,Meta,672200,8,c
10,Cauca,503200,30,c
8,Caqueta,346800,14,c
22,Norte de Santander,490600,8,e
14,Cundinamarca,55400,14,c
14,Cundinamarca,194000,20,c
9,Casanare,1219000,17,b
19,Magdalena,1294400,11,e
9,Casanare,152400,22,b
12,Choco,1421000,5,b
25,Risaralda,373000,26,d
2,Antioquia,1200,22,a
28,Sucre,1475800,24,e
12,Choco,1534000,11,d
29,Tolima,695600,23,b
27,Santander,1033800,12,e
9,Casanare,1378600,27,c
8,Caqueta,1942000,26,a
32,Vichada,39400,22,d
12,Choco,563600,10,b
9,Casanare,399400,26,d
11,Cesar,1704600,17,c
15,Guainia,516400,6,a
16,Guaviare,149200,11,a
9,Casanare,1593800,15,b
27,Santander,1369000,30,a
13,Cordoba,492200,13,e
15,Guainia,374000,24,b
27,Santander,644800,5,d
21,Narino,1315000,28,d
1,Amazonas,823800,22,e
10,Cauca,1145600,8,e
17,Huila,1093200,11,c
18,La Guajira,336800,27,c
4,Atlantico,1567600,18,c
3,Arauca,565800,9,b
23,Putumayo,1761400,18,c
20,Meta,683600,2,e
20,Meta,1210000,17,d
27,Santander,1482400,22,a
3,Arauca,1136600,11,c
22,Norte de Santander,1294400,21,c
24,Quindio,1110800,21,a
25,Risaralda,957600,24,a
22,Norte de Santander,442800,29,a
29,Tolima,1920800,2,b
23,Putumayo,430400,18,b
9,Casanare,1337200,9,e
19,Magdalena,851400,5,b
26,San Andres y Providencia,1347400,24,e
7,Caldas,388000,13,a
31,Vaupes,1750400,17,a
13,Cordoba,584600,22,e
5,Bolivar,762600,24,c
5,Bolivar,1146600,18,a
32,Vichada,733600,12,d
11,Cesar,1367600,12,e
6,Boyaca,1393000,18,d
8,Caqueta,383600,20,b
15,Guainia,1947200,7,b
13,Cordoba,1101800,0,c
10,Cauca,249400,10,e
9,Casanare,1964200,16,a
13,Cordoba,1095200,9,c
15,Guainia,1580000,4,c
10,Cauca,459400,0,d
26,San Andres y Providencia,978200,15,a
16,Guaviare,1081000,0,e
22,Norte de Santander,549000,0,e
7,Caldas,914400,9,b
27,Santander,416800,7,b
10,Cauca,1753600,23,b
8,Caqueta,1267000,22,b
10,Cauca,1111000,15,c
19,Magdalena,1703600,17,c
18,La Guajira,1066200,12,c
21,Narino,1988000,22,a
1,Amazonas,1427800,24,e
17,Huila,910600,21,e
30,Valle del Cauca,45000,9,c
21,Narino,793000,16,e
15,Guainia,274000,13,c
31,Vaupes,1361600,26,b
3,Arauca,1702200,12,b
29,Tolima,1980400,17,d
14,Cundinamarca,1018200,30,d
24,Quindio,1848600,29,e
3,Arauca,1893600,22,c
7,Caldas,1134200,9,c
26,San Andres y Providencia,1449000,5,a
20,Meta,1449400,18,d
1,Amazonas,1544600,2,d
25,Risaralda,1225000,16,c
32,Vichada,82200,14,d
17,Huila,1847600,12,e
8,Caqueta,910000,9,c
27,Santander,833600,21,d
1,Amazonas,1589400,10,e
9,Casanare,427600,24,b
15,Guainia,954400,7,d
28,Sucre,1468600,16,e
9,Casanare,397800,14,a
14,Cundinamarca,1932200,22,c
10,Cauca,1802200,9,d
